User_Id,Place_Id,Nama Tempat,Place_Rating
1,2,Agung Bali Oleh-Oleh,3
1,7,Aloha Ubud Swing,5
1,8,Bali Bird Park,5
1,12,Big Garden Corner,2
1,13,Wanagiri Hidden Hills,5
1,19,Desa Celuk,5
1,23,Goa Gajah,4
1,25,Gunung Batur,5
1,31,Kintamani Highland,5
1,33,Sacred Monkey Forest Sanctuary,4
1,35,Desa Wisata Penglipuran,4
1,36,Pantai Angel's Billabong,3
1,37,Pantai Atuh,4
1,38,Pantai Blue Lagoon,4
1,39,Pantai Canggu,3
1,40,Crystal Bay,4
1,41,Pantai Diamond,5
1,43,Pantai Dreamland,3
1,45,Pantai Kuta,4
1,46,Pantai Melasti,3
1,47,Pantai Nusa Dua,3
1,48,Pantai Padang Padang,3
1,49,Pantai Pandawa,4
1,50,Pantai Pasih Uug,5
1,51,White Sand Beach,5
1,52,Puseh Batuan Temple,2
1,58,Gunung Kawi Sebatu Temple,5
1,59,Pura Kehen,1
1,67,Mas Carving Center,5
1,68,Watersport Tanjung Benoa Bali,5
2,2,Agung Bali Oleh-Oleh,3
2,3,Wisata Air Panas Toya Bungkah,5
2,5,Air Terjun Tegenungan,2
2,6,Air Terjun Tukad Cepung,3
2,7,Aloha Ubud Swing,5
2,8,Bali Bird Park,5
2,10,Bali Swing,5
2,11,Batik Koleksi Sari Amerta,3
2,13,Wanagiri Hidden Hills,5
2,18,Desa Budaya Kertalangu,3
2,22,Garuda Wisnu Kencana,4
2,30,Pabrik Kata-Kata Joger,3
2,31,Kintamani Highland,5
2,32,Krisna Oleh-Oleh,4
2,35,Desa Wisata Penglipuran,5
2,37,Pantai Atuh,5
2,38,Pantai Blue Lagoon,4
2,40,Crystal Bay,4
2,41,Pantai Diamond,5
2,45,Pantai Kuta,4
2,47,Pantai Nusa Dua,5
2,49,Pantai Pandawa,2
2,50,Pantai Pasih Uug,5
2,53,Pantai Sanur,5
2,55,Pantai Waterblow,5
2,57,Besakih Temple,1
2,64,Pura Tanah Lot,5
2,70,Kecak & Fire Dance,5
2,71,Teras Sawah Tegalalang,5
2,72,Tirta Gangga,5
3,1,Satria Agrowisata,4
3,2,Agung Bali Oleh-Oleh,5
3,4,Air Terjun Aling-Aling,5
3,6,Air Terjun Tukad Cepung,1
3,8,Bali Bird Park,5
3,9,Handara Iconic Gate,4
3,11,Batik Koleksi Sari Amerta,3
3,13,Wanagiri Hidden Hills,4
3,15,Danau Batur,5
3,17,Danau Tamblingan,5
3,18,Desa Budaya Kertalangu,3
3,19,Desa Celuk,3
3,20,Desa Tohpati,4
3,22,Garuda Wisnu Kencana,5
3,29,Jimbaran Bay,5
3,33,Sacred Monkey Forest Sanctuary,5
3,35,Desa Wisata Penglipuran,5
3,36,Pantai Angel's Billabong,5
3,37,Pantai Atuh,5
3,41,Pantai Diamond,5
3,44,Pantai Kelingking,5
3,49,Pantai Pandawa,5
3,55,Pantai Waterblow,5
3,56,Ubud Traditional Art Market,5
3,60,Pura Lempuyang,5
3,64,Pura Tanah Lot,5
3,67,Mas Carving Center,5
3,68,Watersport Tanjung Benoa Bali,5
3,69,Barong & Kris Dance,5
3,73,Waterbom Bali,5
4,1,Satria Agrowisata,4
4,3,Wisata Air Panas Toya Bungkah,3
4,4,Air Terjun Aling-Aling,5
4,8,Bali Bird Park,1
4,10,Bali Swing,5
4,16,Danau Beratan,5
4,17,Danau Tamblingan,4
4,20,Desa Tohpati,5
4,25,Gunung Batur,5
4,27,Puri Saren Palace,4
4,29,Jimbaran Bay,3
4,37,Pantai Atuh,4
4,38,Pantai Blue Lagoon,4
4,40,Crystal Bay,2
4,42,Pantai Double Six,5
4,43,Pantai Dreamland,5
4,45,Pantai Kuta,5
4,46,Pantai Melasti,5
4,47,Pantai Nusa Dua,5
4,48,Pantai Padang Padang,3
4,51,White Sand Beach,5
4,52,Puseh Batuan Temple,5
4,53,Pantai Sanur,5
4,54,Pantai Seminyak,5
4,63,Pura Taman Ayun,3
4,64,Pura Tanah Lot,5
4,65,Pura Tirta Empul,5
4,67,Mas Carving Center,5
4,71,Teras Sawah Tegalalang,5
4,73,Waterbom Bali,5
5,1,Satria Agrowisata,1
5,3,Wisata Air Panas Toya Bungkah,5
5,5,Air Terjun Tegenungan,4
5,10,Bali Swing,5
5,12,Big Garden Corner,5
5,13,Wanagiri Hidden Hills,5
5,15,Danau Batur,5
5,17,Danau Tamblingan,5
5,19,Desa Celuk,3
5,21,Galeri Seni Semar Kuning,5
5,22,Garuda Wisnu Kencana,3
5,24,Gunung Agung,5
5,27,Puri Saren Palace,5
5,29,Jimbaran Bay,5
5,30,Pabrik Kata-Kata Joger,4
5,32,Krisna Oleh-Oleh,1
5,33,Sacred Monkey Forest Sanctuary,3
5,34,Monumen Bajra Sandhi,4
5,36,Pantai Angel's Billabong,5
5,42,Pantai Double Six,5
5,44,Pantai Kelingking,5
5,46,Pantai Melasti,4
5,53,Pantai Sanur,5
5,58,Gunung Kawi Sebatu Temple,5
5,59,Pura Kehen,1
5,60,Pura Lempuyang,5
5,68,Watersport Tanjung Benoa Bali,5
5,69,Barong & Kris Dance,5
5,74,Alas Harum Agro Tourism,5
5,75,Wisata Agro Teba Sari Bali,5
6,1,Satria Agrowisata,4
6,2,Agung Bali Oleh-Oleh,3
6,8,Bali Bird Park,5
6,11,Batik Koleksi Sari Amerta,4
6,15,Danau Batur,4
6,19,Desa Celuk,4
6,23,Goa Gajah,2
6,25,Gunung Batur,5
6,26,Taman Ujung Water Palace,4
6,27,Puri Saren Palace,3
6,28,Jatiluwih Green Land,5
6,32,Krisna Oleh-Oleh,4
6,33,Sacred Monkey Forest Sanctuary,3
6,34,Monumen Bajra Sandhi,4
6,35,Desa Wisata Penglipuran,4
6,37,Pantai Atuh,5
6,39,Pantai Canggu,4
6,40,Crystal Bay,5
6,41,Pantai Diamond,5
6,42,Pantai Double Six,5
6,43,Pantai Dreamland,3
6,47,Pantai Nusa Dua,5
6,52,Puseh Batuan Temple,5
6,54,Pantai Seminyak,5
6,64,Pura Tanah Lot,5
6,66,Pura Uluwatu,3
6,70,Kecak & Fire Dance,5
6,72,Tirta Gangga,5
6,73,Waterbom Bali,5
6,75,Wisata Agro Teba Sari Bali,5
7,3,Wisata Air Panas Toya Bungkah,4
7,5,Air Terjun Tegenungan,4
7,7,Aloha Ubud Swing,5
7,8,Bali Bird Park,5
7,9,Handara Iconic Gate,2
7,12,Big Garden Corner,4
7,14,Campuhan Ridge Walk,2
7,16,Danau Beratan,5
7,18,Desa Budaya Kertalangu,4
7,19,Desa Celuk,5
7,26,Taman Ujung Water Palace,5
7,29,Jimbaran Bay,4
7,31,Kintamani Highland,4
7,32,Krisna Oleh-Oleh,4
7,33,Sacred Monkey Forest Sanctuary,4
7,34,Monumen Bajra Sandhi,4
7,35,Desa Wisata Penglipuran,4
7,40,Crystal Bay,5
7,41,Pantai Diamond,5
7,45,Pantai Kuta,3
7,48,Pantai Padang Padang,5
7,54,Pantai Seminyak,5
7,56,Ubud Traditional Art Market,5
7,57,Besakih Temple,5
7,59,Pura Kehen,1
7,63,Pura Taman Ayun,3
7,67,Mas Carving Center,5
7,68,Watersport Tanjung Benoa Bali,5
7,72,Tirta Gangga,5
7,75,Wisata Agro Teba Sari Bali,5
8,2,Agung Bali Oleh-Oleh,5
8,5,Air Terjun Tegenungan,5
8,7,Aloha Ubud Swing,5
8,9,Handara Iconic Gate,5
8,12,Big Garden Corner,4
8,20,Desa Tohpati,4
8,22,Garuda Wisnu Kencana,4
8,23,Goa Gajah,4
8,25,Gunung Batur,5
8,28,Jatiluwih Green Land,5
8,32,Krisna Oleh-Oleh,4
8,35,Desa Wisata Penglipuran,5
8,37,Pantai Atuh,1
8,40,Crystal Bay,4
8,41,Pantai Diamond,5
8,43,Pantai Dreamland,1
8,45,Pantai Kuta,4
8,46,Pantai Melasti,4
8,47,Pantai Nusa Dua,4
8,48,Pantai Padang Padang,5
8,50,Pantai Pasih Uug,3
8,52,Puseh Batuan Temple,5
8,55,Pantai Waterblow,5
8,56,Ubud Traditional Art Market,5
8,57,Besakih Temple,5
8,61,Pura Luhur Batukaru,5
8,62,Pura Saraswati,3
8,66,Pura Uluwatu,3
8,71,Teras Sawah Tegalalang,5
8,73,Waterbom Bali,5
9,1,Satria Agrowisata,4
9,2,Agung Bali Oleh-Oleh,5
9,4,Air Terjun Aling-Aling,5
9,5,Air Terjun Tegenungan,4
9,6,Air Terjun Tukad Cepung,5
9,7,Aloha Ubud Swing,5
9,10,Bali Swing,5
9,14,Campuhan Ridge Walk,5
9,16,Danau Beratan,3
9,18,Desa Budaya Kertalangu,4
9,25,Gunung Batur,5
9,33,Sacred Monkey Forest Sanctuary,5
9,38,Pantai Blue Lagoon,3
9,40,Crystal Bay,3
9,44,Pantai Kelingking,3
9,46,Pantai Melasti,5
9,48,Pantai Padang Padang,4
9,49,Pantai Pandawa,1
9,54,Pantai Seminyak,5
9,57,Besakih Temple,5
9,58,Gunung Kawi Sebatu Temple,5
9,60,Pura Lempuyang,5
9,61,Pura Luhur Batukaru,5
9,62,Pura Saraswati,3
9,64,Pura Tanah Lot,5
9,66,Pura Uluwatu,3
9,68,Watersport Tanjung Benoa Bali,5
9,71,Teras Sawah Tegalalang,5
9,72,Tirta Gangga,5
9,73,Waterbom Bali,5
10,2,Agung Bali Oleh-Oleh,4
10,3,Wisata Air Panas Toya Bungkah,4
10,4,Air Terjun Aling-Aling,4
10,5,Air Terjun Tegenungan,5
10,8,Bali Bird Park,4
10,11,Batik Koleksi Sari Amerta,4
10,13,Wanagiri Hidden Hills,5
10,14,Campuhan Ridge Walk,5
10,16,Danau Beratan,2
10,17,Danau Tamblingan,2
10,18,Desa Budaya Kertalangu,5
10,22,Garuda Wisnu Kencana,4
10,26,Taman Ujung Water Palace,2
10,30,Pabrik Kata-Kata Joger,4
10,33,Sacred Monkey Forest Sanctuary,5
10,36,Pantai Angel's Billabong,5
10,37,Pantai Atuh,5
10,38,Pantai Blue Lagoon,4
10,40,Crystal Bay,5
10,44,Pantai Kelingking,3
10,47,Pantai Nusa Dua,3
10,50,Pantai Pasih Uug,4
10,51,White Sand Beach,5
10,52,Puseh Batuan Temple,5
10,53,Pantai Sanur,5
10,58,Gunung Kawi Sebatu Temple,5
10,59,Pura Kehen,1
10,63,Pura Taman Ayun,2
10,66,Pura Uluwatu,3
10,75,Wisata Agro Teba Sari Bali,5
11,1,Satria Agrowisata,1
11,2,Agung Bali Oleh-Oleh,4
11,4,Air Terjun Aling-Aling,4
11,5,Air Terjun Tegenungan,1
11,8,Bali Bird Park,4
11,11,Batik Koleksi Sari Amerta,4
11,14,Campuhan Ridge Walk,4
11,16,Danau Beratan,4
11,17,Danau Tamblingan,4
11,18,Desa Budaya Kertalangu,5
11,20,Desa Tohpati,4
11,21,Galeri Seni Semar Kuning,5
11,23,Goa Gajah,4
11,26,Taman Ujung Water Palace,5
11,27,Puri Saren Palace,2
11,29,Jimbaran Bay,4
11,31,Kintamani Highland,5
11,38,Pantai Blue Lagoon,4
11,40,Crystal Bay,5
11,43,Pantai Dreamland,3
11,46,Pantai Melasti,5
11,48,Pantai Padang Padang,4
11,49,Pantai Pandawa,5
11,58,Gunung Kawi Sebatu Temple,5
11,60,Pura Lempuyang,5
11,63,Pura Taman Ayun,1
11,64,Pura Tanah Lot,4
11,67,Mas Carving Center,5
11,70,Kecak & Fire Dance,5
11,73,Waterbom Bali,5
12,7,Aloha Ubud Swing,5
12,9,Handara Iconic Gate,1
12,10,Bali Swing,4
12,12,Big Garden Corner,1
12,16,Danau Beratan,5
12,17,Danau Tamblingan,5
12,18,Desa Budaya Kertalangu,5
12,22,Garuda Wisnu Kencana,3
12,23,Goa Gajah,3
12,26,Taman Ujung Water Palace,3
12,29,Jimbaran Bay,4
12,31,Kintamani Highland,4
12,33,Sacred Monkey Forest Sanctuary,4
12,34,Monumen Bajra Sandhi,4
12,36,Pantai Angel's Billabong,5
12,38,Pantai Blue Lagoon,2
12,39,Pantai Canggu,4
12,40,Crystal Bay,5
12,43,Pantai Dreamland,5
12,47,Pantai Nusa Dua,4
12,50,Pantai Pasih Uug,4
12,51,White Sand Beach,5
12,53,Pantai Sanur,5
12,56,Ubud Traditional Art Market,5
12,59,Pura Kehen,5
12,66,Pura Uluwatu,3
12,68,Watersport Tanjung Benoa Bali,5
12,69,Barong & Kris Dance,5
12,70,Kecak & Fire Dance,4
12,73,Waterbom Bali,5
13,3,Wisata Air Panas Toya Bungkah,5
13,6,Air Terjun Tukad Cepung,4
13,10,Bali Swing,5
13,13,Wanagiri Hidden Hills,3
13,18,Desa Budaya Kertalangu,4
13,20,Desa Tohpati,3
13,21,Galeri Seni Semar Kuning,4
13,22,Garuda Wisnu Kencana,1
13,23,Goa Gajah,3
13,25,Gunung Batur,5
13,26,Taman Ujung Water Palace,1
13,27,Puri Saren Palace,3
13,33,Sacred Monkey Forest Sanctuary,4
13,37,Pantai Atuh,5
13,40,Crystal Bay,3
13,42,Pantai Double Six,4
13,44,Pantai Kelingking,4
13,45,Pantai Kuta,3
13,51,White Sand Beach,5
13,56,Ubud Traditional Art Market,5
13,57,Besakih Temple,5
13,61,Pura Luhur Batukaru,5
13,62,Pura Saraswati,2
13,65,Pura Tirta Empul,5
13,67,Mas Carving Center,5
13,70,Kecak & Fire Dance,4
13,71,Teras Sawah Tegalalang,5
13,72,Tirta Gangga,5
13,73,Waterbom Bali,5
13,74,Alas Harum Agro Tourism,5
14,1,Satria Agrowisata,4
14,3,Wisata Air Panas Toya Bungkah,4
14,8,Bali Bird Park,5
14,18,Desa Budaya Kertalangu,4
14,20,Desa Tohpati,4
14,21,Galeri Seni Semar Kuning,5
14,24,Gunung Agung,4
14,28,Jatiluwih Green Land,5
14,31,Kintamani Highland,5
14,32,Krisna Oleh-Oleh,5
14,35,Desa Wisata Penglipuran,5
14,39,Pantai Canggu,4
14,41,Pantai Diamond,4
14,42,Pantai Double Six,5
14,44,Pantai Kelingking,4
14,46,Pantai Melasti,5
14,47,Pantai Nusa Dua,3
14,50,Pantai Pasih Uug,4
14,52,Puseh Batuan Temple,5
14,54,Pantai Seminyak,5
14,56,Ubud Traditional Art Market,5
14,57,Besakih Temple,5
14,60,Pura Lempuyang,5
14,64,Pura Tanah Lot,4
14,65,Pura Tirta Empul,5
14,67,Mas Carving Center,5
14,68,Watersport Tanjung Benoa Bali,5
14,69,Barong & Kris Dance,5
14,70,Kecak & Fire Dance,4
14,71,Teras Sawah Tegalalang,5
15,2,Agung Bali Oleh-Oleh,5
15,3,Wisata Air Panas Toya Bungkah,4
15,9,Handara Iconic Gate,4
15,10,Bali Swing,5
15,15,Danau Batur,4
15,16,Danau Beratan,5
15,19,Desa Celuk,2
15,20,Desa Tohpati,4
15,25,Gunung Batur,5
15,30,Pabrik Kata-Kata Joger,4
15,31,Kintamani Highland,3
15,33,Sacred Monkey Forest Sanctuary,4
15,38,Pantai Blue Lagoon,4
15,40,Crystal Bay,1
15,43,Pantai Dreamland,5
15,45,Pantai Kuta,4
15,47,Pantai Nusa Dua,5
15,48,Pantai Padang Padang,4
15,51,White Sand Beach,5
15,53,Pantai Sanur,5
15,54,Pantai Seminyak,5
15,59,Pura Kehen,5
15,60,Pura Lempuyang,5
15,61,Pura Luhur Batukaru,5
15,63,Pura Taman Ayun,5
15,66,Pura Uluwatu,2
15,67,Mas Carving Center,5
15,69,Barong & Kris Dance,4
15,71,Teras Sawah Tegalalang,5
15,72,Tirta Gangga,5
16,4,Air Terjun Aling-Aling,5
16,6,Air Terjun Tukad Cepung,5
16,7,Aloha Ubud Swing,5
16,8,Bali Bird Park,5
16,9,Handara Iconic Gate,3
16,12,Big Garden Corner,4
16,14,Campuhan Ridge Walk,5
16,23,Goa Gajah,3
16,24,Gunung Agung,5
16,25,Gunung Batur,5
16,27,Puri Saren Palace,5
16,28,Jatiluwih Green Land,5
16,30,Pabrik Kata-Kata Joger,5
16,33,Sacred Monkey Forest Sanctuary,3
16,34,Monumen Bajra Sandhi,4
16,37,Pantai Atuh,3
16,38,Pantai Blue Lagoon,3
16,42,Pantai Double Six,4
16,43,Pantai Dreamland,5
16,48,Pantai Padang Padang,1
16,51,White Sand Beach,5
16,52,Puseh Batuan Temple,5
16,53,Pantai Sanur,5
16,56,Ubud Traditional Art Market,5
16,59,Pura Kehen,5
16,60,Pura Lempuyang,5
16,63,Pura Taman Ayun,5
16,65,Pura Tirta Empul,5
16,69,Barong & Kris Dance,4
16,75,Wisata Agro Teba Sari Bali,5
17,4,Air Terjun Aling-Aling,4
17,5,Air Terjun Tegenungan,5
17,7,Aloha Ubud Swing,5
17,8,Bali Bird Park,5
17,9,Handara Iconic Gate,3
17,10,Bali Swing,5
17,11,Batik Koleksi Sari Amerta,4
17,12,Big Garden Corner,1
17,14,Campuhan Ridge Walk,5
17,17,Danau Tamblingan,5
17,18,Desa Budaya Kertalangu,4
17,24,Gunung Agung,5
17,28,Jatiluwih Green Land,2
17,29,Jimbaran Bay,5
17,36,Pantai Angel's Billabong,3
17,37,Pantai Atuh,5
17,38,Pantai Blue Lagoon,1
17,40,Crystal Bay,4
17,41,Pantai Diamond,4
17,42,Pantai Double Six,3
17,45,Pantai Kuta,3
17,49,Pantai Pandawa,5
17,50,Pantai Pasih Uug,5
17,52,Puseh Batuan Temple,5
17,55,Pantai Waterblow,5
17,56,Ubud Traditional Art Market,5
17,59,Pura Kehen,5
17,60,Pura Lempuyang,5
17,69,Barong & Kris Dance,4
17,71,Teras Sawah Tegalalang,5
18,3,Wisata Air Panas Toya Bungkah,2
18,7,Aloha Ubud Swing,3
18,8,Bali Bird Park,5
18,14,Campuhan Ridge Walk,4
18,15,Danau Batur,5
18,16,Danau Beratan,5
18,18,Desa Budaya Kertalangu,4
18,33,Sacred Monkey Forest Sanctuary,5
18,39,Pantai Canggu,5
18,40,Crystal Bay,4
18,41,Pantai Diamond,5
18,44,Pantai Kelingking,4
18,45,Pantai Kuta,4
18,46,Pantai Melasti,4
18,47,Pantai Nusa Dua,4
18,48,Pantai Padang Padang,2
18,49,Pantai Pandawa,5
18,50,Pantai Pasih Uug,5
18,51,White Sand Beach,5
18,54,Pantai Seminyak,5
18,55,Pantai Waterblow,5
18,63,Pura Taman Ayun,5
18,64,Pura Tanah Lot,4
18,66,Pura Uluwatu,2
18,67,Mas Carving Center,5
18,68,Watersport Tanjung Benoa Bali,5
18,69,Barong & Kris Dance,4
18,71,Teras Sawah Tegalalang,5
18,73,Waterbom Bali,5
18,74,Alas Harum Agro Tourism,5
19,2,Agung Bali Oleh-Oleh,5
19,5,Air Terjun Tegenungan,4
19,6,Air Terjun Tukad Cepung,5
19,9,Handara Iconic Gate,3
19,17,Danau Tamblingan,5
19,18,Desa Budaya Kertalangu,3
19,23,Goa Gajah,1
19,24,Gunung Agung,5
19,26,Taman Ujung Water Palace,5
19,28,Jatiluwih Green Land,5
19,30,Pabrik Kata-Kata Joger,4
19,40,Crystal Bay,5
19,42,Pantai Double Six,4
19,43,Pantai Dreamland,4
19,44,Pantai Kelingking,4
19,45,Pantai Kuta,4
19,47,Pantai Nusa Dua,4
19,48,Pantai Padang Padang,5
19,53,Pantai Sanur,5
19,57,Besakih Temple,5
19,59,Pura Kehen,5
19,62,Pura Saraswati,2
19,66,Pura Uluwatu,1
19,68,Watersport Tanjung Benoa Bali,5
19,69,Barong & Kris Dance,4
19,70,Kecak & Fire Dance,4
19,72,Tirta Gangga,5
19,73,Waterbom Bali,5
19,74,Alas Harum Agro Tourism,5
19,75,Wisata Agro Teba Sari Bali,5
20,1,Satria Agrowisata,1
20,3,Wisata Air Panas Toya Bungkah,4
20,8,Bali Bird Park,5
20,15,Danau Batur,5
20,18,Desa Budaya Kertalangu,3
20,19,Desa Celuk,1
20,21,Galeri Seni Semar Kuning,5
20,23,Goa Gajah,3
20,26,Taman Ujung Water Palace,5
20,30,Pabrik Kata-Kata Joger,4
20,32,Krisna Oleh-Oleh,4
20,35,Desa Wisata Penglipuran,5
20,37,Pantai Atuh,5
20,38,Pantai Blue Lagoon,4
20,40,Crystal Bay,5
20,41,Pantai Diamond,5
20,42,Pantai Double Six,4
20,44,Pantai Kelingking,4
20,48,Pantai Padang Padang,5
20,49,Pantai Pandawa,5
20,51,White Sand Beach,5
20,56,Ubud Traditional Art Market,5
20,59,Pura Kehen,5
20,60,Pura Lempuyang,5
20,62,Pura Saraswati,2
20,63,Pura Taman Ayun,5
20,65,Pura Tirta Empul,5
20,71,Teras Sawah Tegalalang,5
20,74,Alas Harum Agro Tourism,5
20,75,Wisata Agro Teba Sari Bali,5
21,4,Air Terjun Aling-Aling,5
21,5,Air Terjun Tegenungan,5
21,6,Air Terjun Tukad Cepung,5
21,8,Bali Bird Park,5
21,9,Handara Iconic Gate,5
21,16,Danau Beratan,5
21,17,Danau Tamblingan,4
21,18,Desa Budaya Kertalangu,3
21,22,Garuda Wisnu Kencana,4
21,30,Pabrik Kata-Kata Joger,4
21,35,Desa Wisata Penglipuran,5
21,38,Pantai Blue Lagoon,4
21,39,Pantai Canggu,3
21,40,Crystal Bay,5
21,41,Pantai Diamond,5
21,42,Pantai Double Six,2
21,49,Pantai Pandawa,3
21,50,Pantai Pasih Uug,5
21,56,Ubud Traditional Art Market,5
21,57,Besakih Temple,5
21,59,Pura Kehen,5
21,61,Pura Luhur Batukaru,5
21,62,Pura Saraswati,1
21,66,Pura Uluwatu,1
21,67,Mas Carving Center,5
21,70,Kecak & Fire Dance,4
21,71,Teras Sawah Tegalalang,5
21,73,Waterbom Bali,5
21,74,Alas Harum Agro Tourism,5
21,75,Wisata Agro Teba Sari Bali,5
22,5,Air Terjun Tegenungan,4
22,7,Aloha Ubud Swing,5
22,8,Bali Bird Park,4
22,12,Big Garden Corner,3
22,17,Danau Tamblingan,5
22,18,Desa Budaya Kertalangu,5
22,19,Desa Celuk,4
22,20,Desa Tohpati,5
22,25,Gunung Batur,5
22,26,Taman Ujung Water Palace,5
22,29,Jimbaran Bay,1
22,35,Desa Wisata Penglipuran,5
22,36,Pantai Angel's Billabong,5
22,37,Pantai Atuh,5
22,38,Pantai Blue Lagoon,3
22,39,Pantai Canggu,4
22,40,Crystal Bay,2
22,42,Pantai Double Six,5
22,43,Pantai Dreamland,2
22,44,Pantai Kelingking,5
22,52,Puseh Batuan Temple,5
22,55,Pantai Waterblow,5
22,56,Ubud Traditional Art Market,5
22,57,Besakih Temple,4
22,58,Gunung Kawi Sebatu Temple,5
22,60,Pura Lempuyang,5
22,64,Pura Tanah Lot,4
22,68,Watersport Tanjung Benoa Bali,5
22,73,Waterbom Bali,5
22,74,Alas Harum Agro Tourism,5
23,3,Wisata Air Panas Toya Bungkah,4
23,4,Air Terjun Aling-Aling,5
23,6,Air Terjun Tukad Cepung,5
23,10,Bali Swing,5
23,14,Campuhan Ridge Walk,3
23,18,Desa Budaya Kertalangu,4
23,24,Gunung Agung,5
23,26,Taman Ujung Water Palace,5
23,31,Kintamani Highland,5
23,33,Sacred Monkey Forest Sanctuary,5
23,36,Pantai Angel's Billabong,5
23,37,Pantai Atuh,4
23,38,Pantai Blue Lagoon,3
23,39,Pantai Canggu,4
23,42,Pantai Double Six,4
23,43,Pantai Dreamland,2
23,46,Pantai Melasti,5
23,51,White Sand Beach,5
23,53,Pantai Sanur,4
23,54,Pantai Seminyak,5
23,57,Besakih Temple,4
23,60,Pura Lempuyang,5
23,61,Pura Luhur Batukaru,5
23,63,Pura Taman Ayun,5
23,65,Pura Tirta Empul,5
23,66,Pura Uluwatu,5
23,67,Mas Carving Center,5
23,69,Barong & Kris Dance,4
23,70,Kecak & Fire Dance,4
23,74,Alas Harum Agro Tourism,5
24,3,Wisata Air Panas Toya Bungkah,5
24,4,Air Terjun Aling-Aling,2
24,5,Air Terjun Tegenungan,5
24,7,Aloha Ubud Swing,5
24,8,Bali Bird Park,5
24,10,Bali Swing,5
24,11,Batik Koleksi Sari Amerta,4
24,13,Wanagiri Hidden Hills,5
24,14,Campuhan Ridge Walk,4
24,16,Danau Beratan,5
24,18,Desa Budaya Kertalangu,5
24,21,Galeri Seni Semar Kuning,5
24,29,Jimbaran Bay,5
24,30,Pabrik Kata-Kata Joger,4
24,32,Krisna Oleh-Oleh,4
24,33,Sacred Monkey Forest Sanctuary,5
24,34,Monumen Bajra Sandhi,4
24,35,Desa Wisata Penglipuran,4
24,36,Pantai Angel's Billabong,4
24,43,Pantai Dreamland,5
24,45,Pantai Kuta,5
24,47,Pantai Nusa Dua,5
24,49,Pantai Pandawa,3
24,57,Besakih Temple,4
24,63,Pura Taman Ayun,5
24,64,Pura Tanah Lot,4
24,65,Pura Tirta Empul,5
24,66,Pura Uluwatu,5
24,70,Kecak & Fire Dance,4
24,71,Teras Sawah Tegalalang,5
25,1,Satria Agrowisata,1
25,5,Air Terjun Tegenungan,3
25,11,Batik Koleksi Sari Amerta,3
25,13,Wanagiri Hidden Hills,5
25,15,Danau Batur,4
25,16,Danau Beratan,5
25,18,Desa Budaya Kertalangu,5
25,24,Gunung Agung,1
25,25,Gunung Batur,5
25,26,Taman Ujung Water Palace,5
25,27,Puri Saren Palace,4
25,29,Jimbaran Bay,5
25,30,Pabrik Kata-Kata Joger,4
25,35,Desa Wisata Penglipuran,5
25,36,Pantai Angel's Billabong,5
25,38,Pantai Blue Lagoon,5
25,41,Pantai Diamond,1
25,42,Pantai Double Six,5
25,43,Pantai Dreamland,4
25,44,Pantai Kelingking,5
25,50,Pantai Pasih Uug,4
25,51,White Sand Beach,5
25,55,Pantai Waterblow,5
25,56,Ubud Traditional Art Market,5
25,57,Besakih Temple,4
25,58,Gunung Kawi Sebatu Temple,5
25,60,Pura Lempuyang,5
25,73,Waterbom Bali,5
25,74,Alas Harum Agro Tourism,5
25,75,Wisata Agro Teba Sari Bali,5
26,3,Wisata Air Panas Toya Bungkah,4
26,4,Air Terjun Aling-Aling,5
26,9,Handara Iconic Gate,5
